date,state,district,pincode,bio_age_5_17,bio_age_17_
16-09-2025,Tamil Nadu,Dharmapuri,635123,0,4
01-09-2025,Tamil Nadu,Dharmapuri,635116,1,3
31-08-2025,Tamil Nadu,Dharmapuri,636903,0,2
20-08-2025,Tamil Nadu,Dharmapuri,635109,0,1
21-08-2025,Tamil Nadu,Dharmapuri,635207,0,1
02-09-2025,Tamil Nadu,Dharmapuri,635103,0,1
02-09-2025,Tamil Nadu,Dharmapuri,635115,1,0
24-08-2025,Tamil Nadu,Dharmapuri,635205,0,1
24-08-2025,Tamil Nadu,Dharmapuri,635301,0,1
24-08-2025,Tamil Nadu,Dharmapuri,635303,0,1
24-08-2025,Tamil Nadu,Dharmapuri,635305,1,0
24-08-2025,Tamil Nadu,Dharmapuri,636810,0,1
24-08-2025,Tamil Nadu,Dharmapuri,636905,0,1
27-08-2025,Tamil Nadu,Dharmapuri,636804,0,1
27-08-2025,Tamil Nadu,Dharmapuri,636807,0,2
27-08-2025,Tamil Nadu,Dharmapuri,636809,0,4
27-08-2025,Tamil Nadu,Dharmapuri,636906,1,2
23-08-2025,Tamil Nadu,Dharmapuri,635115,1,0
29-08-2025,Tamil Nadu,Dharmapuri,635201,0,1
26-08-2025,Tamil Nadu,Dharmapuri,636812,0,2
15-08-2025,Tamil Nadu,Dharmapuri,636902,0,1
16-08-2025,Tamil Nadu,Dharmapuri,635109,0,1
17-08-2025,Tamil Nadu,Dharmapuri,636805,0,1
17-08-2025,Tamil Nadu,Dharmapuri,636810,0,1
12-08-2025,Tamil Nadu,Dharmapuri,635126,0,1
18-08-2025,Tamil Nadu,Dharmapuri,635112,0,1
10-08-2025,Tamil Nadu,Dharmapuri,636810,0,5
10-08-2025,Tamil Nadu,Dharmapuri,636902,0,1
07-08-2025,Tamil Nadu,Dharmapuri,635109,0,1
06-08-2025,Tamil Nadu,Dharmapuri,635203,0,1
05-08-2025,Tamil Nadu,Dharmapuri,635306,0,1
01-08-2025,Tamil Nadu,Dharmapuri,635123,1,0
03-08-2025,Tamil Nadu,Dharmapuri,636903,1,0
30-07-2025,Tamil Nadu,Dharmapuri,635116,0,2
30-07-2025,Tamil Nadu,Dharmapuri,635126,0,1
31-07-2025,Tamil Nadu,Dharmapuri,635106,0,2
26-07-2025,Tamil Nadu,Dharmapuri,635126,0,1
27-07-2025,Tamil Nadu,Dharmapuri,636810,0,1
20-07-2025,Tamil Nadu,Dharmapuri,635205,0,1
20-07-2025,Tamil Nadu,Dharmapuri,636705,1,0
20-07-2025,Tamil Nadu,Dharmapuri,636906,0,1
10-07-2025,Tamil Nadu,Dharmapuri,635116,0,2
29-07-2025,Tamil Nadu,Dharmapuri,635109,0,1
05-07-2025,Tamil Nadu,Dharmapuri,635106,0,1
04-07-2025,Tamil Nadu,Dharmapuri,635123,0,1
17-07-2025,Tamil Nadu,Dharmapuri,635106,0,1
02-07-2025,Tamil Nadu,Dharmapuri,635106,0,2
12-07-2025,Tamil Nadu,Dharmapuri,635106,1,0
12-07-2025,Tamil Nadu,Dharmapuri,636804,6,2
12-07-2025,Tamil Nadu,Dharmapuri,636805,2,1
12-07-2025,Tamil Nadu,Dharmapuri,636806,9,7
12-07-2025,Tamil Nadu,Dharmapuri,636811,4,2
12-07-2025,Tamil Nadu,Dharmapuri,636904,8,5
12-07-2025,Tamil Nadu,Dharmapuri,636905,13,9
12-07-2025,Tamil Nadu,Dharmapuri,636906,7,6
14-07-2025,Tamil Nadu,Dharmapuri,635111,1,6
14-07-2025,Tamil Nadu,Dharmapuri,635123,0,2
14-07-2025,Tamil Nadu,Dharmapuri,635302,2,4
14-07-2025,Tamil Nadu,Dharmapuri,635305,5,9
14-07-2025,Tamil Nadu,Dharmapuri,636811,0,7
14-07-2025,Tamil Nadu,Dharmapuri,636902,4,8
23-07-2025,Tamil Nadu,Dharmapuri,635114,1,0
23-07-2025,Tamil Nadu,Dharmapuri,636352,3,3
23-07-2025,Tamil Nadu,Dharmapuri,636705,1,7
23-07-2025,Tamil Nadu,Dharmapuri,636807,7,13
23-07-2025,Tamil Nadu,Dharmapuri,636808,11,19
23-07-2025,Tamil Nadu,Dharmapuri,636809,2,18
23-07-2025,Tamil Nadu,Dharmapuri,636812,2,1
01-08-2025,Tamil Nadu,Dharmapuri,635111,0,4
01-08-2025,Tamil Nadu,Dharmapuri,635202,6,7
01-08-2025,Tamil Nadu,Dharmapuri,635303,4,4
01-08-2025,Tamil Nadu,Dharmapuri,635305,0,3
01-08-2025,Tamil Nadu,Dharmapuri,636705,2,3
01-08-2025,Tamil Nadu,Dharmapuri,636806,7,7
01-08-2025,Tamil Nadu,Dharmapuri,636903,3,10
29-07-2025,Tamil Nadu,Dharmapuri,635116,0,1
29-07-2025,Tamil Nadu,Dharmapuri,635201,2,1
29-07-2025,Tamil Nadu,Dharmapuri,635302,2,3
29-07-2025,Tamil Nadu,Dharmapuri,636803,16,7
29-07-2025,Tamil Nadu,Dharmapuri,636903,7,21
29-07-2025,Tamil Nadu,Dharmapuri,636906,4,12
30-07-2025,Tamil Nadu,Dharmapuri,635109,3,0
30-07-2025,Tamil Nadu,Dharmapuri,635123,0,1
30-07-2025,Tamil Nadu,Dharmapuri,635302,9,12
30-07-2025,Tamil Nadu,Dharmapuri,635305,9,5
30-07-2025,Tamil Nadu,Dharmapuri,636352,2,0
30-07-2025,Tamil Nadu,Dharmapuri,636701,5,15
30-07-2025,Tamil Nadu,Dharmapuri,636704,2,8
30-07-2025,Tamil Nadu,Dharmapuri,636809,5,8
04-08-2025,Tamil Nadu,Dharmapuri,635111,5,4
04-08-2025,Tamil Nadu,Dharmapuri,635202,9,15
04-08-2025,Tamil Nadu,Dharmapuri,635205,10,7
04-08-2025,Tamil Nadu,Dharmapuri,635302,0,4
04-08-2025,Tamil Nadu,Dharmapuri,635303,1,1
04-08-2025,Tamil Nadu,Dharmapuri,636704,9,15
04-08-2025,Tamil Nadu,Dharmapuri,636809,24,12
05-08-2025,Tamil Nadu,Dharmapuri,635202,12,13
05-08-2025,Tamil Nadu,Dharmapuri,635302,0,3
05-08-2025,Tamil Nadu,Dharmapuri,635305,10,5
05-08-2025,Tamil Nadu,Dharmapuri,636701,3,8
05-08-2025,Tamil Nadu,Dharmapuri,636803,6,9
05-08-2025,Tamil Nadu,Dharmapuri,636805,8,8
05-08-2025,Tamil Nadu,Dharmapuri,636808,8,22
05-08-2025,Tamil Nadu,Dharmapuri,636809,14,4
05-08-2025,Tamil Nadu,Dharmapuri,636903,14,15
23-10-2025,Tamil Nadu,Dharmapuri,635106,3,4
23-10-2025,Tamil Nadu,Dharmapuri,635202,22,14
23-10-2025,Tamil Nadu,Dharmapuri,635301,10,9
23-10-2025,Tamil Nadu,Dharmapuri,636704,14,33
23-10-2025,Tamil Nadu,Dharmapuri,636803,18,29
23-10-2025,Tamil Nadu,Dharmapuri,636808,54,43
23-10-2025,Tamil Nadu,Dharmapuri,636811,10,16
23-10-2025,Tamil Nadu,Dharmapuri,636813,13,12
22-10-2025,Tamil Nadu,Dharmapuri,635302,3,7
22-10-2025,Tamil Nadu,Dharmapuri,636808,30,22
22-10-2025,Tamil Nadu,Dharmapuri,636813,16,12
22-10-2025,Tamil Nadu,Dharmapuri,636902,9,5
22-10-2025,Tamil Nadu,Dharmapuri,636903,11,13
22-10-2025,Tamil Nadu,Dharmapuri,636906,2,11
27-10-2025,Tamil Nadu,Dharmapuri,635201,1,4
27-10-2025,Tamil Nadu,Dharmapuri,635202,18,14
27-10-2025,Tamil Nadu,Dharmapuri,635205,17,12
27-10-2025,Tamil Nadu,Dharmapuri,635305,33,8
27-10-2025,Tamil Nadu,Dharmapuri,636701,39,6
27-10-2025,Tamil Nadu,Dharmapuri,636808,66,40
27-10-2025,Tamil Nadu,Dharmapuri,636812,3,3
27-10-2025,Tamil Nadu,Dharmapuri,636902,13,2
29-10-2025,Tamil Nadu,Dharmapuri,635202,30,13
29-10-2025,Tamil Nadu,Dharmapuri,635305,18,12
29-10-2025,Tamil Nadu,Dharmapuri,635306,1,0
29-10-2025,Tamil Nadu,Dharmapuri,636352,8,2
29-10-2025,Tamil Nadu,Dharmapuri,636704,16,15
29-10-2025,Tamil Nadu,Dharmapuri,636803,23,7
29-10-2025,Tamil Nadu,Dharmapuri,636804,10,3
29-10-2025,Tamil Nadu,Dharmapuri,636806,24,12
29-10-2025,Tamil Nadu,Dharmapuri,636808,93,22
29-10-2025,Tamil Nadu,Dharmapuri,636809,38,36
30-10-2025,Tamil Nadu,Dharmapuri,635002,1,0
30-10-2025,Tamil Nadu,Dharmapuri,635113,1,0
30-10-2025,Tamil Nadu,Dharmapuri,635301,15,16
30-10-2025,Tamil Nadu,Dharmapuri,635302,5,14
30-10-2025,Tamil Nadu,Dharmapuri,636701,28,10
30-10-2025,Tamil Nadu,Dharmapuri,636903,46,30
30-10-2025,Tamil Nadu,Dharmapuri,636906,18,19
17-10-2025,Tamil Nadu,Dharmapuri,635106,0,2
17-10-2025,Tamil Nadu,Dharmapuri,635109,0,1
17-10-2025,Tamil Nadu,Dharmapuri,635111,32,12
17-10-2025,Tamil Nadu,Dharmapuri,635116,2,2
17-10-2025,Tamil Nadu,Dharmapuri,636352,6,6
17-10-2025,Tamil Nadu,Dharmapuri,636705,11,16
17-10-2025,Tamil Nadu,Dharmapuri,636806,15,17
17-10-2025,Tamil Nadu,Dharmapuri,636809,39,22
17-10-2025,Tamil Nadu,Dharmapuri,636811,12,20
17-10-2025,Tamil Nadu,Dharmapuri,636812,7,5
17-10-2025,Tamil Nadu,Dharmapuri,636904,2,2
16-10-2025,Tamil Nadu,Dharmapuri,635111,0,1
16-10-2025,Tamil Nadu,Dharmapuri,635116,0,2
16-10-2025,Tamil Nadu,Dharmapuri,635201,1,2
16-10-2025,Tamil Nadu,Dharmapuri,635202,10,9
16-10-2025,Tamil Nadu,Dharmapuri,636352,2,5
16-10-2025,Tamil Nadu,Dharmapuri,636808,74,54
16-10-2025,Tamil Nadu,Dharmapuri,636810,16,47
16-10-2025,Tamil Nadu,Dharmapuri,636902,2,4
25-10-2025,Tamil Nadu,Dharmapuri,635123,0,2
25-10-2025,Tamil Nadu,Dharmapuri,635302,6,5
25-10-2025,Tamil Nadu,Dharmapuri,635306,1,0
25-10-2025,Tamil Nadu,Dharmapuri,636806,10,5
25-10-2025,Tamil Nadu,Dharmapuri,636902,3,2
25-10-2025,Tamil Nadu,Dharmapuri,636904,8,1
25-10-2025,Tamil Nadu,Dharmapuri,636906,13,8
24-10-2025,Tamil Nadu,Dharmapuri,635201,0,1
24-10-2025,Tamil Nadu,Dharmapuri,635205,21,26
24-10-2025,Tamil Nadu,Dharmapuri,636701,10,10
24-10-2025,Tamil Nadu,Dharmapuri,636705,7,9
24-10-2025,Tamil Nadu,Dharmapuri,636803,8,23
24-10-2025,Tamil Nadu,Dharmapuri,636807,11,26
24-10-2025,Tamil Nadu,Dharmapuri,636808,32,48
24-10-2025,Tamil Nadu,Dharmapuri,636810,23,23
24-10-2025,Tamil Nadu,Dharmapuri,636813,10,12
24-10-2025,Tamil Nadu,Dharmapuri,636902,2,3
24-10-2025,Tamil Nadu,Dharmapuri,636903,12,14
24-10-2025,Tamil Nadu,Dharmapuri,636904,2,2
28-10-2025,Tamil Nadu,Dharmapuri,635106,5,0
28-10-2025,Tamil Nadu,Dharmapuri,636805,37,9
28-10-2025,Tamil Nadu,Dharmapuri,636811,10,10
28-10-2025,Tamil Nadu,Dharmapuri,636902,6,1
28-10-2025,Tamil Nadu,Dharmapuri,636905,13,1
31-10-2025,Tamil Nadu,Dharmapuri,635116,5,2
31-10-2025,Tamil Nadu,Dharmapuri,635205,36,12
31-10-2025,Tamil Nadu,Dharmapuri,636352,5,2
31-10-2025,Tamil Nadu,Dharmapuri,636704,8,11
31-10-2025,Tamil Nadu,Dharmapuri,636805,62,16
31-10-2025,Tamil Nadu,Dharmapuri,636806,8,19
31-10-2025,Tamil Nadu,Dharmapuri,636808,53,34
31-10-2025,Tamil Nadu,Dharmapuri,636811,5,7
31-10-2025,Tamil Nadu,Dharmapuri,636903,26,18
31-10-2025,Tamil Nadu,Dharmapuri,636904,21,4
31-10-2025,Tamil Nadu,Dharmapuri,636905,17,7
01-11-2025,Tamil Nadu,Dharmapuri,635111,10,2
01-11-2025,Tamil Nadu,Dharmapuri,636352,4,3
01-11-2025,Tamil Nadu,Dharmapuri,636803,24,10
01-11-2025,Tamil Nadu,Dharmapuri,636805,30,10
01-11-2025,Tamil Nadu,Dharmapuri,636903,28,8
01-11-2025,Tamil Nadu,Dharmapuri,636905,18,2
18-09-2025,Tamil Nadu,Dharmapuri,635205,8,10
18-09-2025,Tamil Nadu,Dharmapuri,636805,6,3
18-09-2025,Tamil Nadu,Dharmapuri,636808,17,24
18-09-2025,Tamil Nadu,Dharmapuri,636812,3,2
18-09-2025,Tamil Nadu,Dharmapuri,636902,5,4
18-09-2025,Tamil Nadu,Dharmapuri,636903,29,9
19-09-2025,Tamil Nadu,Dharmapuri,635109,0,1
19-09-2025,Tamil Nadu,Dharmapuri,635201,1,0
19-09-2025,Tamil Nadu,Dharmapuri,635205,9,3
19-09-2025,Tamil Nadu,Dharmapuri,636805,9,5
19-09-2025,Tamil Nadu,Dharmapuri,636811,4,3
19-09-2025,Tamil Nadu,Dharmapuri,636903,24,12
19-09-2025,Tamil Nadu,Dharmapuri,636906,13,10
24-09-2025,Tamil Nadu,Dharmapuri,635201,0,2
24-09-2025,Tamil Nadu,Dharmapuri,636352,3,1
24-09-2025,Tamil Nadu,Dharmapuri,636701,9,14
24-09-2025,Tamil Nadu,Dharmapuri,636705,5,6
24-09-2025,Tamil Nadu,Dharmapuri,636808,43,24
24-09-2025,Tamil Nadu,Dharmapuri,636810,11,18
23-09-2025,Tamil Nadu,Dharmapuri,635109,0,1
23-09-2025,Tamil Nadu,Dharmapuri,635302,1,3
23-09-2025,Tamil Nadu,Dharmapuri,636804,6,9
23-09-2025,Tamil Nadu,Dharmapuri,636812,2,2
23-09-2025,Tamil Nadu,Dharmapuri,636813,7,14
06-10-2025,Tamil Nadu,Dharmapuri,635123,1,0
06-10-2025,Tamil Nadu,Dharmapuri,636803,15,1
06-10-2025,Tamil Nadu,Dharmapuri,636902,1,2
06-10-2025,Tamil Nadu,Dharmapuri,636903,18,10
06-10-2025,Tamil Nadu,Dharmapuri,636905,4,2
15-09-2025,Tamil Nadu,Dharmapuri,635106,1,1
15-09-2025,Tamil Nadu,Dharmapuri,636704,3,10
15-09-2025,Tamil Nadu,Dharmapuri,636810,17,8
15-09-2025,Tamil Nadu,Dharmapuri,636903,9,11
15-09-2025,Tamil Nadu,Dharmapuri,636905,12,7
15-09-2025,Tamil Nadu,Dharmapuri,636906,5,4
25-09-2025,Tamil Nadu,Dharmapuri,635116,0,3
25-09-2025,Tamil Nadu,Dharmapuri,635126,1,0
25-09-2025,Tamil Nadu,Dharmapuri,635302,1,5
25-09-2025,Tamil Nadu,Dharmapuri,635303,7,3
25-09-2025,Tamil Nadu,Dharmapuri,636807,4,2
25-09-2025,Tamil Nadu,Dharmapuri,636809,50,19
25-09-2025,Tamil Nadu,Dharmapuri,636904,3,6
25-09-2025,Tamil Nadu,Dharmapuri,636905,5,10
25-09-2025,Tamil Nadu,Dharmapuri,636906,5,5
26-09-2025,Tamil Nadu,Dharmapuri,635201,3,3
26-09-2025,Tamil Nadu,Dharmapuri,636811,13,5
26-09-2025,Tamil Nadu,Dharmapuri,636812,3,0
26-09-2025,Tamil Nadu,Dharmapuri,636813,3,8
09-10-2025,Tamil Nadu,Dharmapuri,635202,31,10
09-10-2025,Tamil Nadu,Dharmapuri,636701,8,11
09-10-2025,Tamil Nadu,Dharmapuri,636704,9,5
09-10-2025,Tamil Nadu,Dharmapuri,636813,9,7
09-10-2025,Tamil Nadu,Dharmapuri,636903,17,8
16-09-2025,Tamil Nadu,Dharmapuri,635205,17,6
16-09-2025,Tamil Nadu,Dharmapuri,635301,7,4
16-09-2025,Tamil Nadu,Dharmapuri,635303,4,8
16-09-2025,Tamil Nadu,Dharmapuri,635305,11,1
16-09-2025,Tamil Nadu,Dharmapuri,636352,1,1
16-09-2025,Tamil Nadu,Dharmapuri,636811,2,3
14-09-2025,Tamil Nadu,Dharmapuri,635111,0,1
14-09-2025,Tamil Nadu,Dharmapuri,635202,0,1
14-09-2025,Tamil Nadu,Dharmapuri,636811,5,0
17-09-2025,Tamil Nadu,Dharmapuri,635303,4,7
17-09-2025,Tamil Nadu,Dharmapuri,636701,11,12
17-09-2025,Tamil Nadu,Dharmapuri,636805,6,5
17-09-2025,Tamil Nadu,Dharmapuri,636806,8,9
21-09-2025,Tamil Nadu,Dharmapuri,636806,0,1
