date,state,district,pincode,bio_age_5_17,bio_age_17_
27-12-2025,Andhra Pradesh,Krishna,521108,2,4
27-12-2025,Andhra Pradesh,Krishna,521125,2,5
27-12-2025,Andhra Pradesh,Krishna,521130,1,0
27-12-2025,Andhra Pradesh,Krishna,521132,1,2
27-12-2025,Andhra Pradesh,Krishna,521137,8,5
27-12-2025,Andhra Pradesh,Krishna,521151,13,6
27-12-2025,Andhra Pradesh,Krishna,521175,18,20
27-12-2025,Andhra Pradesh,Krishna,521178,6,4
27-12-2025,Andhra Pradesh,Krishna,521190,15,9
27-12-2025,Andhra Pradesh,Krishna,521207,3,4
27-12-2025,Andhra Pradesh,Krishna,521212,10,6
27-12-2025,Andhra Pradesh,Krishna,521214,6,5
27-12-2025,Andhra Pradesh,Krishna,521215,6,10
27-12-2025,Andhra Pradesh,Krishna,521229,0,5
27-12-2025,Andhra Pradesh,Krishna,521247,1,2
27-12-2025,Andhra Pradesh,Krishna,521261,2,1
27-12-2025,Andhra Pradesh,Krishna,521312,0,2
27-12-2025,Andhra Pradesh,Krishna,521329,0,2
27-12-2025,Andhra Pradesh,Krishna,521333,3,4
27-12-2025,Andhra Pradesh,Krishna,521340,4,3
27-12-2025,Andhra Pradesh,Krishna,521457,4,2
29-12-2025,Andhra Pradesh,Krishna,520002,2,5
29-12-2025,Andhra Pradesh,Krishna,521001,8,10
29-12-2025,Andhra Pradesh,Krishna,521107,1,0
29-12-2025,Andhra Pradesh,Krishna,521108,4,7
29-12-2025,Andhra Pradesh,Krishna,521132,0,3
29-12-2025,Andhra Pradesh,Krishna,521133,0,1
29-12-2025,Andhra Pradesh,Krishna,521135,1,0
29-12-2025,Andhra Pradesh,Krishna,521136,1,4
29-12-2025,Andhra Pradesh,Krishna,521157,5,3
29-12-2025,Andhra Pradesh,Krishna,521163,0,2
29-12-2025,Andhra Pradesh,Krishna,521175,10,8
29-12-2025,Andhra Pradesh,Krishna,521178,3,6
29-12-2025,Andhra Pradesh,Krishna,521182,2,2
29-12-2025,Andhra Pradesh,Krishna,521201,3,5
29-12-2025,Andhra Pradesh,Krishna,521230,9,12
29-12-2025,Andhra Pradesh,Krishna,521246,0,1
29-12-2025,Andhra Pradesh,Krishna,521256,6,3
29-12-2025,Andhra Pradesh,Krishna,521327,3,1
29-12-2025,Andhra Pradesh,Krishna,521329,1,3
29-12-2025,Andhra Pradesh,Krishna,521330,3,1
29-12-2025,Andhra Pradesh,Krishna,521331,3,0
29-12-2025,Andhra Pradesh,Krishna,521343,5,2
29-12-2025,Andhra Pradesh,Krishna,521403,0,2
01-01-2026,Andhra Pradesh,Krishna,520001,23,28
01-01-2026,Andhra Pradesh,Krishna,520007,14,17
01-01-2026,Andhra Pradesh,Krishna,520010,22,8
01-01-2026,Andhra Pradesh,Krishna,520013,6,8
01-01-2026,Andhra Pradesh,Krishna,521105,4,7
01-01-2026,Andhra Pradesh,Krishna,521107,1,0
01-01-2026,Andhra Pradesh,Krishna,521121,8,6
01-01-2026,Andhra Pradesh,Krishna,521126,7,6
01-01-2026,Andhra Pradesh,Krishna,521133,2,6
01-01-2026,Andhra Pradesh,Krishna,521157,6,7
01-01-2026,Andhra Pradesh,Krishna,521158,0,1
01-01-2026,Andhra Pradesh,Krishna,521162,3,2
01-01-2026,Andhra Pradesh,Krishna,521163,1,2
01-01-2026,Andhra Pradesh,Krishna,521175,12,9
01-01-2026,Andhra Pradesh,Krishna,521180,7,8
01-01-2026,Andhra Pradesh,Krishna,521185,15,34
01-01-2026,Andhra Pradesh,Krishna,521213,3,8
01-01-2026,Andhra Pradesh,Krishna,521228,8,15
01-01-2026,Andhra Pradesh,Krishna,521256,2,4
01-01-2026,Andhra Pradesh,Krishna,521261,1,1
01-01-2026,Andhra Pradesh,Krishna,521321,6,5
01-01-2026,Andhra Pradesh,Krishna,521328,4,3
01-01-2026,Andhra Pradesh,Krishna,521403,11,9
23-12-2025,Andhra Pradesh,Krishna,521107,0,1
22-12-2025,Andhra Pradesh,Krishna,521003,0,1
26-12-2025,Andhra Pradesh,Krishna,521148,0,1
26-12-2025,Andhra Pradesh,Krishna,521326,0,4
25-12-2025,Andhra Pradesh,Krishna,520012,0,2
25-12-2025,Andhra Pradesh,Krishna,521108,0,5
25-12-2025,Andhra Pradesh,Krishna,521135,0,1
25-12-2025,Andhra Pradesh,Krishna,521136,0,1
25-12-2025,Andhra Pradesh,Krishna,521164,0,2
25-12-2025,Andhra Pradesh,Krishna,521165,0,1
25-12-2025,Andhra Pradesh,Krishna,521175,0,1
25-12-2025,Andhra Pradesh,Krishna,521211,0,3
25-12-2025,Andhra Pradesh,Krishna,521235,0,3
25-12-2025,Andhra Pradesh,Krishna,521250,0,1
25-12-2025,Andhra Pradesh,Krishna,521286,0,1
25-12-2025,Andhra Pradesh,Krishna,521301,0,11
25-12-2025,Andhra Pradesh,Krishna,521312,0,1
25-12-2025,Andhra Pradesh,Krishna,521344,0,1
25-12-2025,Andhra Pradesh,Krishna,521366,0,1
25-12-2025,Andhra Pradesh,Krishna,521369,0,1
25-12-2025,Andhra Pradesh,Krishna,521402,0,1
28-11-2025,Andhra Pradesh,Krishna,521138,0,2
28-11-2025,Andhra Pradesh,Krishna,521323,0,2
30-11-2025,Andhra Pradesh,Krishna,521110,0,1
30-11-2025,Andhra Pradesh,Krishna,521139,0,4
30-11-2025,Andhra Pradesh,Krishna,521150,0,1
30-11-2025,Andhra Pradesh,Krishna,521201,0,2
30-11-2025,Andhra Pradesh,Krishna,521301,1,8
30-11-2025,Andhra Pradesh,Krishna,521323,0,1
30-11-2025,Andhra Pradesh,Krishna,521329,0,2
30-11-2025,Andhra Pradesh,Krishna,521344,0,1
30-11-2025,Andhra Pradesh,Krishna,521366,0,1
30-11-2025,Andhra Pradesh,Krishna,521402,0,1
23-11-2025,Andhra Pradesh,Krishna,521230,1,0
23-11-2025,Andhra Pradesh,Krishna,521235,0,3
23-11-2025,Andhra Pradesh,Krishna,521333,0,1
21-12-2025,Andhra Pradesh,Krishna,520001,0,3
21-12-2025,Andhra Pradesh,Krishna,520007,1,3
21-12-2025,Andhra Pradesh,Krishna,521002,1,0
21-12-2025,Andhra Pradesh,Krishna,521101,0,3
21-12-2025,Andhra Pradesh,Krishna,521110,0,1
21-12-2025,Andhra Pradesh,Krishna,521139,0,2
21-12-2025,Andhra Pradesh,Krishna,521212,0,3
21-12-2025,Andhra Pradesh,Krishna,521301,0,4
21-12-2025,Andhra Pradesh,Krishna,521311,0,1
21-12-2025,Andhra Pradesh,Krishna,521327,0,1
21-12-2025,Andhra Pradesh,Krishna,521331,0,1
21-12-2025,Andhra Pradesh,Krishna,521332,0,1
16-12-2025,Andhra Pradesh,Krishna,521135,0,2
13-12-2025,Andhra Pradesh,Krishna,521150,0,1
13-12-2025,Andhra Pradesh,Krishna,521158,0,2
13-12-2025,Andhra Pradesh,Krishna,521311,0,1
13-12-2025,Andhra Pradesh,Krishna,521328,1,4
17-12-2025,Andhra Pradesh,Krishna,521170,0,2
12-12-2025,Andhra Pradesh,Krishna,521153,0,1
14-12-2025,Andhra Pradesh,Krishna,520011,0,5
14-12-2025,Andhra Pradesh,Krishna,520012,0,5
14-12-2025,Andhra Pradesh,Krishna,520013,0,2
14-12-2025,Andhra Pradesh,Krishna,520015,0,7
14-12-2025,Andhra Pradesh,Krishna,521001,0,8
14-12-2025,Andhra Pradesh,Krishna,521104,0,1
14-12-2025,Andhra Pradesh,Krishna,521121,0,1
14-12-2025,Andhra Pradesh,Krishna,521156,0,1
14-12-2025,Andhra Pradesh,Krishna,521183,0,1
14-12-2025,Andhra Pradesh,Krishna,521256,0,3
14-12-2025,Andhra Pradesh,Krishna,521456,0,2
15-12-2025,Andhra Pradesh,Krishna,521107,1,3
06-12-2025,Andhra Pradesh,Krishna,521332,3,3
07-12-2025,Andhra Pradesh,Krishna,520002,1,0
07-12-2025,Andhra Pradesh,Krishna,520008,0,5
07-12-2025,Andhra Pradesh,Krishna,521131,1,1
07-12-2025,Andhra Pradesh,Krishna,521151,0,2
07-12-2025,Andhra Pradesh,Krishna,521180,0,4
07-12-2025,Andhra Pradesh,Krishna,521214,1,0
07-12-2025,Andhra Pradesh,Krishna,521227,0,1
07-12-2025,Andhra Pradesh,Krishna,521228,0,3
07-12-2025,Andhra Pradesh,Krishna,521403,0,1
10-12-2025,Andhra Pradesh,Krishna,521260,0,2
11-12-2025,Andhra Pradesh,Krishna,521331,0,8
01-12-2025,Andhra Pradesh,Krishna,521164,0,5
16-11-2025,Andhra Pradesh,Krishna,521109,0,1
16-11-2025,Andhra Pradesh,Krishna,521132,0,1
16-11-2025,Andhra Pradesh,Krishna,521133,0,1
16-11-2025,Andhra Pradesh,Krishna,521207,1,0
16-11-2025,Andhra Pradesh,Krishna,521245,0,1
02-11-2025,Andhra Pradesh,Krishna,521180,0,2
05-11-2025,Andhra Pradesh,Krishna,521344,0,1
04-11-2025,Andhra Pradesh,Krishna,521390,1,0
06-11-2025,Andhra Pradesh,Krishna,521226,0,1
07-11-2025,Andhra Pradesh,Krishna,521246,0,1
08-11-2025,Andhra Pradesh,Krishna,521102,0,7
09-11-2025,Andhra Pradesh,Krishna,521157,1,0
09-11-2025,Andhra Pradesh,Krishna,521180,0,1
09-11-2025,Andhra Pradesh,Krishna,521215,0,1
09-11-2025,Andhra Pradesh,Krishna,521235,1,0
11-11-2025,Andhra Pradesh,Krishna,534281,1,1
29-10-2025,Andhra Pradesh,Krishna,521247,0,1
06-10-2025,Andhra Pradesh,Krishna,521153,0,3
05-10-2025,Andhra Pradesh,Krishna,521102,2,1
05-10-2025,Andhra Pradesh,Krishna,521403,0,1
24-09-2025,Andhra Pradesh,Krishna,521138,0,4
24-09-2025,Andhra Pradesh,Krishna,521148,0,2
24-09-2025,Andhra Pradesh,Krishna,521153,1,0
24-09-2025,Andhra Pradesh,Krishna,534281,1,5
23-09-2025,Andhra Pradesh,Krishna,521130,0,2
26-09-2025,Andhra Pradesh,Krishna,521148,0,1
21-09-2025,Andhra Pradesh,Krishna,520003,0,1
21-09-2025,Andhra Pradesh,Krishna,521002,0,1
21-09-2025,Andhra Pradesh,Krishna,521356,0,1
22-09-2025,Andhra Pradesh,Krishna,534281,0,2
27-09-2025,Andhra Pradesh,Krishna,521126,0,5
27-09-2025,Andhra Pradesh,Krishna,521163,0,5
27-09-2025,Andhra Pradesh,Krishna,521245,0,1
13-09-2025,Andhra Pradesh,Krishna,521130,0,1
13-09-2025,Andhra Pradesh,Krishna,521326,0,2
13-09-2025,Andhra Pradesh,Krishna,521331,0,1
14-09-2025,Andhra Pradesh,Krishna,520003,0,2
14-09-2025,Andhra Pradesh,Krishna,521001,0,2
14-09-2025,Andhra Pradesh,Krishna,521101,0,1
14-09-2025,Andhra Pradesh,Krishna,521137,0,2
14-09-2025,Andhra Pradesh,Krishna,521163,0,1
14-09-2025,Andhra Pradesh,Krishna,521170,0,1
14-09-2025,Andhra Pradesh,Krishna,521225,0,1
15-09-2025,Andhra Pradesh,Krishna,521126,1,7
15-09-2025,Andhra Pradesh,Krishna,521158,0,1
16-09-2025,Andhra Pradesh,Krishna,521162,0,3
17-09-2025,Andhra Pradesh,Krishna,521153,0,2
17-09-2025,Andhra Pradesh,Krishna,521330,0,1
25-09-2025,Andhra Pradesh,Krishna,521158,0,1
19-09-2025,Andhra Pradesh,Krishna,521156,0,2
19-09-2025,Andhra Pradesh,Krishna,521332,0,1
19-09-2025,Andhra Pradesh,Krishna,521390,0,2
20-09-2025,Andhra Pradesh,Krishna,521323,0,1
20-09-2025,Andhra Pradesh,Krishna,521153,1,2
08-10-2025,Andhra Pradesh,Krishna,521390,0,1
10-10-2025,Andhra Pradesh,Krishna,520002,0,1
11-10-2025,Andhra Pradesh,Krishna,521105,0,3
11-10-2025,Andhra Pradesh,Krishna,521136,0,1
11-10-2025,Andhra Pradesh,Krishna,521138,0,1
11-10-2025,Andhra Pradesh,Krishna,521247,1,1
12-10-2025,Andhra Pradesh,Krishna,521001,2,2
12-10-2025,Andhra Pradesh,Krishna,521402,0,1
23-10-2025,Andhra Pradesh,Krishna,521330,1,2
23-10-2025,Andhra Pradesh,Krishna,521390,0,2
19-10-2025,Andhra Pradesh,Krishna,521001,1,4
19-10-2025,Andhra Pradesh,Krishna,521002,1,0
19-10-2025,Andhra Pradesh,Krishna,521105,0,1
19-10-2025,Andhra Pradesh,Krishna,521213,0,2
19-10-2025,Andhra Pradesh,Krishna,521345,0,1
20-10-2025,Andhra Pradesh,Krishna,520007,0,4
20-10-2025,Andhra Pradesh,Krishna,521001,0,2
20-10-2025,Andhra Pradesh,Krishna,521235,0,1
20-10-2025,Andhra Pradesh,Krishna,521250,0,1
20-10-2025,Andhra Pradesh,Krishna,521401,0,1
26-10-2025,Andhra Pradesh,Krishna,521151,2,0
26-10-2025,Andhra Pradesh,Krishna,521182,0,1
26-10-2025,Andhra Pradesh,Krishna,521324,0,1
26-10-2025,Andhra Pradesh,Krishna,521343,0,1
27-10-2025,Andhra Pradesh,Krishna,521130,0,1
27-10-2025,Andhra Pradesh,Krishna,521136,0,1
27-10-2025,Andhra Pradesh,Krishna,534281,0,1
16-10-2025,Andhra Pradesh,Krishna,521322,1,0
14-10-2025,Andhra Pradesh,Krishna,521246,0,2
15-10-2025,Andhra Pradesh,Krishna,521132,1,3
17-10-2025,Andhra Pradesh,Krishna,521107,3,3
02-10-2025,Andhra Pradesh,Krishna,520011,0,1
02-10-2025,Andhra Pradesh,Krishna,521201,0,1
02-10-2025,Andhra Pradesh,Krishna,521241,0,1
02-10-2025,Andhra Pradesh,Krishna,521301,0,1
01-10-2025,Andhra Pradesh,Krishna,521162,0,2
28-09-2025,Andhra Pradesh,Krishna,521101,1,1
28-09-2025,Andhra Pradesh,Krishna,521165,0,1
28-09-2025,Andhra Pradesh,Krishna,521170,0,1
28-09-2025,Andhra Pradesh,Krishna,521182,0,2
28-09-2025,Andhra Pradesh,Krishna,521340,0,1
28-09-2025,Andhra Pradesh,Krishna,521366,1,1
24-08-2025,Andhra Pradesh,Krishna,520011,0,1
24-08-2025,Andhra Pradesh,Krishna,521133,0,1
24-08-2025,Andhra Pradesh,Krishna,521175,2,0
24-08-2025,Andhra Pradesh,Krishna,521207,0,1
25-08-2025,Andhra Pradesh,Krishna,521356,0,3
25-08-2025,Andhra Pradesh,Krishna,534281,0,1
27-08-2025,Andhra Pradesh,Krishna,521108,0,1
27-08-2025,Andhra Pradesh,Krishna,521170,0,1
26-08-2025,Andhra Pradesh,Krishna,521331,0,1
22-08-2025,Andhra Pradesh,Krishna,521401,0,3
28-08-2025,Andhra Pradesh,Krishna,521107,1,1
19-08-2025,Andhra Pradesh,Krishna,521104,0,3
20-08-2025,Andhra Pradesh,Krishna,521132,0,3
20-08-2025,Andhra Pradesh,Krishna,521150,0,3
23-08-2025,Andhra Pradesh,Krishna,521135,0,1
