date,state,district,pincode,demo_age_5_17,demo_age_17_
04-09-2025,Andhra Pradesh,Srikakulam,532426,0,4
04-09-2025,Andhra Pradesh,Srikakulam,532432,0,7
04-09-2025,Andhra Pradesh,Srikakulam,532456,2,9
04-09-2025,Andhra Pradesh,Srikakulam,532457,3,14
06-09-2025,Andhra Pradesh,Srikakulam,532215,5,8
06-09-2025,Andhra Pradesh,Srikakulam,532220,2,16
06-09-2025,Andhra Pradesh,Srikakulam,532221,4,11
06-09-2025,Andhra Pradesh,Srikakulam,532403,1,14
06-09-2025,Andhra Pradesh,Srikakulam,532407,2,29
06-09-2025,Andhra Pradesh,Srikakulam,532409,0,10
06-09-2025,Andhra Pradesh,Srikakulam,532410,1,8
06-09-2025,Andhra Pradesh,Srikakulam,532425,2,7
06-09-2025,Andhra Pradesh,Srikakulam,532430,1,9
06-09-2025,Andhra Pradesh,Srikakulam,532456,3,4
06-09-2025,Andhra Pradesh,Srikakulam,532462,0,3
06-09-2025,Andhra Pradesh,Srikakulam,535557,3,1
05-09-2025,Andhra Pradesh,Srikakulam,532122,0,6
05-09-2025,Andhra Pradesh,Srikakulam,532123,1,1
05-09-2025,Andhra Pradesh,Srikakulam,532211,1,9
05-09-2025,Andhra Pradesh,Srikakulam,532215,3,5
05-09-2025,Andhra Pradesh,Srikakulam,532290,0,7
05-09-2025,Andhra Pradesh,Srikakulam,532404,1,4
05-09-2025,Andhra Pradesh,Srikakulam,532408,0,2
05-09-2025,Andhra Pradesh,Srikakulam,532410,2,0
05-09-2025,Andhra Pradesh,Srikakulam,532425,0,1
05-09-2025,Andhra Pradesh,Srikakulam,532440,0,3
05-09-2025,Andhra Pradesh,Srikakulam,532458,0,8
05-09-2025,Andhra Pradesh,Srikakulam,532459,3,5
05-09-2025,Andhra Pradesh,Srikakulam,532474,1,1
07-09-2025,Andhra Pradesh,Srikakulam,532122,0,3
07-09-2025,Andhra Pradesh,Srikakulam,532168,0,2
07-09-2025,Andhra Pradesh,Srikakulam,532201,1,1
07-09-2025,Andhra Pradesh,Srikakulam,532263,1,1
07-09-2025,Andhra Pradesh,Srikakulam,532284,1,0
07-09-2025,Andhra Pradesh,Srikakulam,532312,0,2
07-09-2025,Andhra Pradesh,Srikakulam,532403,0,2
07-09-2025,Andhra Pradesh,Srikakulam,532445,0,1
08-09-2025,Andhra Pradesh,Srikakulam,532215,5,5
08-09-2025,Andhra Pradesh,Srikakulam,532403,1,11
08-09-2025,Andhra Pradesh,Srikakulam,532409,0,7
08-09-2025,Andhra Pradesh,Srikakulam,532427,0,7
08-09-2025,Andhra Pradesh,Srikakulam,532429,1,11
08-09-2025,Andhra Pradesh,Srikakulam,532432,2,4
08-09-2025,Andhra Pradesh,Srikakulam,532445,0,11
08-09-2025,Andhra Pradesh,Srikakulam,532457,2,19
08-09-2025,Andhra Pradesh,Srikakulam,532460,4,8
08-09-2025,Andhra Pradesh,Srikakulam,532461,1,5
09-09-2025,Andhra Pradesh,Srikakulam,532123,5,14
09-09-2025,Andhra Pradesh,Srikakulam,532148,4,13
09-09-2025,Andhra Pradesh,Srikakulam,532195,4,23
09-09-2025,Andhra Pradesh,Srikakulam,532218,1,15
09-09-2025,Andhra Pradesh,Srikakulam,532291,2,4
09-09-2025,Andhra Pradesh,Srikakulam,532402,1,1
09-09-2025,Andhra Pradesh,Srikakulam,532405,0,8
09-09-2025,Andhra Pradesh,Srikakulam,532410,0,8
09-09-2025,Andhra Pradesh,Srikakulam,532458,0,10
09-09-2025,Andhra Pradesh,Srikakulam,532461,0,1
09-09-2025,Andhra Pradesh,Srikakulam,535125,1,2
10-09-2025,Andhra Pradesh,Srikakulam,532211,1,10
10-09-2025,Andhra Pradesh,Srikakulam,532215,3,5
10-09-2025,Andhra Pradesh,Srikakulam,532216,2,1
10-09-2025,Andhra Pradesh,Srikakulam,532219,1,4
10-09-2025,Andhra Pradesh,Srikakulam,532221,4,19
10-09-2025,Andhra Pradesh,Srikakulam,532242,1,6
10-09-2025,Andhra Pradesh,Srikakulam,532243,0,12
10-09-2025,Andhra Pradesh,Srikakulam,532428,0,1
10-09-2025,Andhra Pradesh,Srikakulam,532429,1,5
10-09-2025,Andhra Pradesh,Srikakulam,532461,1,6
11-09-2025,Andhra Pradesh,Srikakulam,532122,0,1
11-09-2025,Andhra Pradesh,Srikakulam,532190,0,3
11-09-2025,Andhra Pradesh,Srikakulam,532263,0,13
11-09-2025,Andhra Pradesh,Srikakulam,532284,7,7
11-09-2025,Andhra Pradesh,Srikakulam,532322,3,7
11-09-2025,Andhra Pradesh,Srikakulam,532401,2,17
11-09-2025,Andhra Pradesh,Srikakulam,532403,0,11
11-09-2025,Andhra Pradesh,Srikakulam,532409,1,4
11-09-2025,Andhra Pradesh,Srikakulam,532410,1,6
11-09-2025,Andhra Pradesh,Srikakulam,532426,0,9
11-09-2025,Andhra Pradesh,Srikakulam,532428,0,1
11-09-2025,Andhra Pradesh,Srikakulam,532432,0,7
12-09-2025,Andhra Pradesh,Srikakulam,532122,0,11
12-09-2025,Andhra Pradesh,Srikakulam,532185,3,26
12-09-2025,Andhra Pradesh,Srikakulam,532243,0,7
12-09-2025,Andhra Pradesh,Srikakulam,532263,1,5
12-09-2025,Andhra Pradesh,Srikakulam,532440,1,12
12-09-2025,Andhra Pradesh,Srikakulam,532443,0,5
12-09-2025,Andhra Pradesh,Srikakulam,532445,2,6
12-09-2025,Andhra Pradesh,Srikakulam,532455,1,9
12-09-2025,Andhra Pradesh,Srikakulam,532456,0,14
12-09-2025,Andhra Pradesh,Srikakulam,532457,0,6
12-09-2025,Andhra Pradesh,Srikakulam,532460,2,2
12-09-2025,Andhra Pradesh,Srikakulam,532461,0,3
12-09-2025,Andhra Pradesh,Srikakulam,532474,0,2
12-09-2025,Andhra Pradesh,Srikakulam,535128,0,1
14-09-2025,Andhra Pradesh,Srikakulam,532213,1,0
14-09-2025,Andhra Pradesh,Srikakulam,532243,0,1
14-09-2025,Andhra Pradesh,Srikakulam,532403,0,1
13-09-2025,Andhra Pradesh,Srikakulam,532148,1,2
13-09-2025,Andhra Pradesh,Srikakulam,532168,2,8
13-09-2025,Andhra Pradesh,Srikakulam,532213,2,5
13-09-2025,Andhra Pradesh,Srikakulam,532263,0,6
13-09-2025,Andhra Pradesh,Srikakulam,532291,2,3
13-09-2025,Andhra Pradesh,Srikakulam,532404,1,9
13-09-2025,Andhra Pradesh,Srikakulam,532421,2,12
13-09-2025,Andhra Pradesh,Srikakulam,532458,0,4
13-09-2025,Andhra Pradesh,Srikakulam,532459,2,5
13-09-2025,Andhra Pradesh,Srikakulam,532460,0,5
13-09-2025,Andhra Pradesh,Srikakulam,532462,1,2
13-09-2025,Andhra Pradesh,Srikakulam,535125,0,0
15-09-2025,Andhra Pradesh,Srikakulam,532148,2,8
15-09-2025,Andhra Pradesh,Srikakulam,532185,2,24
15-09-2025,Andhra Pradesh,Srikakulam,532215,4,1
15-09-2025,Andhra Pradesh,Srikakulam,532219,0,2
15-09-2025,Andhra Pradesh,Srikakulam,532222,2,24
15-09-2025,Andhra Pradesh,Srikakulam,532284,0,14
15-09-2025,Andhra Pradesh,Srikakulam,532290,0,10
15-09-2025,Andhra Pradesh,Srikakulam,532402,0,4
15-09-2025,Andhra Pradesh,Srikakulam,532409,2,8
15-09-2025,Andhra Pradesh,Srikakulam,532425,0,7
15-09-2025,Andhra Pradesh,Srikakulam,532429,0,9
15-09-2025,Andhra Pradesh,Srikakulam,532440,4,19
15-09-2025,Andhra Pradesh,Srikakulam,532459,1,20
15-09-2025,Andhra Pradesh,Srikakulam,532484,1,9
16-09-2025,Andhra Pradesh,Srikakulam,532123,1,17
16-09-2025,Andhra Pradesh,Srikakulam,532219,0,2
16-09-2025,Andhra Pradesh,Srikakulam,532220,0,14
16-09-2025,Andhra Pradesh,Srikakulam,532292,0,8
16-09-2025,Andhra Pradesh,Srikakulam,532440,0,7
16-09-2025,Andhra Pradesh,Srikakulam,535125,0,3
16-09-2025,Andhra Pradesh,Srikakulam,535128,0,1
17-09-2025,Andhra Pradesh,Srikakulam,532218,1,12
17-09-2025,Andhra Pradesh,Srikakulam,532312,3,26
17-09-2025,Andhra Pradesh,Srikakulam,532401,4,14
17-09-2025,Andhra Pradesh,Srikakulam,532432,0,8
17-09-2025,Andhra Pradesh,Srikakulam,532440,2,13
17-09-2025,Andhra Pradesh,Srikakulam,532443,0,7
17-09-2025,Andhra Pradesh,Srikakulam,532456,0,5
19-09-2025,Andhra Pradesh,Srikakulam,532001,4,28
19-09-2025,Andhra Pradesh,Srikakulam,532195,3,15
19-09-2025,Andhra Pradesh,Srikakulam,532201,3,24
19-09-2025,Andhra Pradesh,Srikakulam,532216,0,2
19-09-2025,Andhra Pradesh,Srikakulam,532220,1,12
19-09-2025,Andhra Pradesh,Srikakulam,532291,1,11
19-09-2025,Andhra Pradesh,Srikakulam,532312,3,27
19-09-2025,Andhra Pradesh,Srikakulam,532404,1,5
19-09-2025,Andhra Pradesh,Srikakulam,532410,0,7
19-09-2025,Andhra Pradesh,Srikakulam,532421,1,23
19-09-2025,Andhra Pradesh,Srikakulam,532455,0,14
19-09-2025,Andhra Pradesh,Srikakulam,532457,0,6
19-09-2025,Andhra Pradesh,Srikakulam,532461,2,2
19-09-2025,Andhra Pradesh,Srikakulam,532474,1,3
19-09-2025,Andhra Pradesh,Srikakulam,532484,0,10
19-09-2025,Andhra Pradesh,Srikakulam,535557,0,1
18-09-2025,Andhra Pradesh,Srikakulam,532123,3,23
18-09-2025,Andhra Pradesh,Srikakulam,532212,1,6
18-09-2025,Andhra Pradesh,Srikakulam,532213,5,6
18-09-2025,Andhra Pradesh,Srikakulam,532214,3,6
18-09-2025,Andhra Pradesh,Srikakulam,532215,2,3
18-09-2025,Andhra Pradesh,Srikakulam,532243,1,4
18-09-2025,Andhra Pradesh,Srikakulam,532401,1,24
18-09-2025,Andhra Pradesh,Srikakulam,532405,1,11
18-09-2025,Andhra Pradesh,Srikakulam,532427,0,5
18-09-2025,Andhra Pradesh,Srikakulam,532429,0,2
18-09-2025,Andhra Pradesh,Srikakulam,532458,1,10
18-09-2025,Andhra Pradesh,Srikakulam,532460,0,9
20-09-2025,Andhra Pradesh,Srikakulam,532005,0,5
20-09-2025,Andhra Pradesh,Srikakulam,532185,3,17
20-09-2025,Andhra Pradesh,Srikakulam,532214,1,7
20-09-2025,Andhra Pradesh,Srikakulam,532405,0,4
20-09-2025,Andhra Pradesh,Srikakulam,532406,0,4
20-09-2025,Andhra Pradesh,Srikakulam,532421,2,25
20-09-2025,Andhra Pradesh,Srikakulam,532440,1,7
20-09-2025,Andhra Pradesh,Srikakulam,532457,1,3
20-09-2025,Andhra Pradesh,Srikakulam,532459,1,13
20-09-2025,Andhra Pradesh,Srikakulam,535125,1,1
13-10-2025,Andhra Pradesh,Srikakulam,532001,0,15
13-10-2025,Andhra Pradesh,Srikakulam,532005,1,3
13-10-2025,Andhra Pradesh,Srikakulam,532122,1,0
13-10-2025,Andhra Pradesh,Srikakulam,532148,0,6
13-10-2025,Andhra Pradesh,Srikakulam,532201,1,12
13-10-2025,Andhra Pradesh,Srikakulam,532214,0,2
13-10-2025,Andhra Pradesh,Srikakulam,532222,0,5
13-10-2025,Andhra Pradesh,Srikakulam,532243,0,2
13-10-2025,Andhra Pradesh,Srikakulam,532312,3,15
13-10-2025,Andhra Pradesh,Srikakulam,532402,1,2
13-10-2025,Andhra Pradesh,Srikakulam,532403,1,7
13-10-2025,Andhra Pradesh,Srikakulam,532405,0,5
13-10-2025,Andhra Pradesh,Srikakulam,532426,1,3
13-10-2025,Andhra Pradesh,Srikakulam,532427,0,3
13-10-2025,Andhra Pradesh,Srikakulam,532430,0,3
13-10-2025,Andhra Pradesh,Srikakulam,532445,0,4
15-10-2025,Andhra Pradesh,Srikakulam,532122,0,6
15-10-2025,Andhra Pradesh,Srikakulam,532123,0,11
15-10-2025,Andhra Pradesh,Srikakulam,532127,3,19
15-10-2025,Andhra Pradesh,Srikakulam,532185,5,15
15-10-2025,Andhra Pradesh,Srikakulam,532219,0,3
15-10-2025,Andhra Pradesh,Srikakulam,532403,1,11
15-10-2025,Andhra Pradesh,Srikakulam,532406,0,5
15-10-2025,Andhra Pradesh,Srikakulam,532409,2,4
15-10-2025,Andhra Pradesh,Srikakulam,532455,5,14
15-10-2025,Andhra Pradesh,Srikakulam,532457,2,4
15-10-2025,Andhra Pradesh,Srikakulam,532484,2,12
16-10-2025,Andhra Pradesh,Srikakulam,532122,2,6
16-10-2025,Andhra Pradesh,Srikakulam,532148,0,2
16-10-2025,Andhra Pradesh,Srikakulam,532216,3,6
16-10-2025,Andhra Pradesh,Srikakulam,532220,2,4
16-10-2025,Andhra Pradesh,Srikakulam,532221,3,15
16-10-2025,Andhra Pradesh,Srikakulam,532284,0,15
16-10-2025,Andhra Pradesh,Srikakulam,532292,6,6
16-10-2025,Andhra Pradesh,Srikakulam,532312,10,26
16-10-2025,Andhra Pradesh,Srikakulam,532403,3,7
16-10-2025,Andhra Pradesh,Srikakulam,532408,2,3
16-10-2025,Andhra Pradesh,Srikakulam,532410,1,1
16-10-2025,Andhra Pradesh,Srikakulam,532429,0,6
16-10-2025,Andhra Pradesh,Srikakulam,532430,8,29
16-10-2025,Andhra Pradesh,Srikakulam,532440,0,16
16-10-2025,Andhra Pradesh,Srikakulam,532458,2,7
16-10-2025,Andhra Pradesh,Srikakulam,532459,1,11
16-10-2025,Andhra Pradesh,Srikakulam,535125,1,2
16-10-2025,Andhra Pradesh,Srikakulam,535128,0,1
16-10-2025,Andhra Pradesh,Srikakulam,535557,1,1
17-10-2025,Andhra Pradesh,Srikakulam,532127,7,18
17-10-2025,Andhra Pradesh,Srikakulam,532195,3,13
17-10-2025,Andhra Pradesh,Srikakulam,532213,1,4
17-10-2025,Andhra Pradesh,Srikakulam,532242,1,10
17-10-2025,Andhra Pradesh,Srikakulam,532292,7,3
17-10-2025,Andhra Pradesh,Srikakulam,532402,0,1
17-10-2025,Andhra Pradesh,Srikakulam,532403,4,15
17-10-2025,Andhra Pradesh,Srikakulam,532405,2,5
17-10-2025,Andhra Pradesh,Srikakulam,532426,4,8
17-10-2025,Andhra Pradesh,Srikakulam,532427,1,6
17-10-2025,Andhra Pradesh,Srikakulam,532445,2,7
18-10-2025,Andhra Pradesh,Srikakulam,532148,0,10
18-10-2025,Andhra Pradesh,Srikakulam,532211,7,11
18-10-2025,Andhra Pradesh,Srikakulam,532213,3,8
18-10-2025,Andhra Pradesh,Srikakulam,532219,0,4
18-10-2025,Andhra Pradesh,Srikakulam,532220,3,12
18-10-2025,Andhra Pradesh,Srikakulam,532264,2,6
18-10-2025,Andhra Pradesh,Srikakulam,532290,0,3
18-10-2025,Andhra Pradesh,Srikakulam,532403,5,16
18-10-2025,Andhra Pradesh,Srikakulam,532421,3,16
18-10-2025,Andhra Pradesh,Srikakulam,532425,5,2
18-10-2025,Andhra Pradesh,Srikakulam,532440,3,11
18-10-2025,Andhra Pradesh,Srikakulam,532445,3,10
18-10-2025,Andhra Pradesh,Srikakulam,532457,2,5
18-10-2025,Andhra Pradesh,Srikakulam,532460,4,6
18-10-2025,Andhra Pradesh,Srikakulam,532462,1,3
18-10-2025,Andhra Pradesh,Srikakulam,535128,0,1
19-10-2025,Andhra Pradesh,Srikakulam,532123,8,9
19-10-2025,Andhra Pradesh,Srikakulam,532215,4,7
19-10-2025,Andhra Pradesh,Srikakulam,532216,1,1
19-10-2025,Andhra Pradesh,Srikakulam,532284,5,11
19-10-2025,Andhra Pradesh,Srikakulam,532290,2,10
19-10-2025,Andhra Pradesh,Srikakulam,532404,1,1
19-10-2025,Andhra Pradesh,Srikakulam,532407,9,13
19-10-2025,Andhra Pradesh,Srikakulam,532456,0,3
19-10-2025,Andhra Pradesh,Srikakulam,532460,3,8
19-10-2025,Andhra Pradesh,Srikakulam,532484,2,6
19-10-2025,Andhra Pradesh,Srikakulam,535125,1,1
19-10-2025,Andhra Pradesh,Srikakulam,535557,1,2
27-10-2025,Andhra Pradesh,Srikakulam,532005,0,3
27-10-2025,Andhra Pradesh,Srikakulam,532122,0,5
27-10-2025,Andhra Pradesh,Srikakulam,532123,4,7
27-10-2025,Andhra Pradesh,Srikakulam,532148,2,5
27-10-2025,Andhra Pradesh,Srikakulam,532185,6,11
27-10-2025,Andhra Pradesh,Srikakulam,532195,4,8
27-10-2025,Andhra Pradesh,Srikakulam,532212,1,4
27-10-2025,Andhra Pradesh,Srikakulam,532213,2,5
27-10-2025,Andhra Pradesh,Srikakulam,532264,2,5
27-10-2025,Andhra Pradesh,Srikakulam,532290,3,7
27-10-2025,Andhra Pradesh,Srikakulam,532291,0,2
27-10-2025,Andhra Pradesh,Srikakulam,532322,2,4
27-10-2025,Andhra Pradesh,Srikakulam,532407,14,10
27-10-2025,Andhra Pradesh,Srikakulam,532425,3,6
27-10-2025,Andhra Pradesh,Srikakulam,532459,5,17
27-10-2025,Andhra Pradesh,Srikakulam,532462,2,5
28-10-2025,Andhra Pradesh,Srikakulam,532122,0,3
28-10-2025,Andhra Pradesh,Srikakulam,532123,3,7
28-10-2025,Andhra Pradesh,Srikakulam,532264,3,0
28-10-2025,Andhra Pradesh,Srikakulam,532284,1,8
28-10-2025,Andhra Pradesh,Srikakulam,532290,2,9
28-10-2025,Andhra Pradesh,Srikakulam,532401,2,10
28-10-2025,Andhra Pradesh,Srikakulam,532410,2,4
28-10-2025,Andhra Pradesh,Srikakulam,532428,1,2
28-10-2025,Andhra Pradesh,Srikakulam,532430,5,10
28-10-2025,Andhra Pradesh,Srikakulam,532440,6,6
28-10-2025,Andhra Pradesh,Srikakulam,532443,1,4
28-10-2025,Andhra Pradesh,Srikakulam,532445,3,6
28-10-2025,Andhra Pradesh,Srikakulam,532456,2,8
28-10-2025,Andhra Pradesh,Srikakulam,532474,1,6
28-10-2025,Andhra Pradesh,Srikakulam,535557,0,1
02-11-2025,Andhra Pradesh,Srikakulam,532408,3,2
02-11-2025,Andhra Pradesh,Srikakulam,532428,1,0
02-11-2025,Andhra Pradesh,Srikakulam,532474,0,0
02-11-2025,Andhra Pradesh,Srikakulam,532484,4,2
26-10-2025,Andhra Pradesh,Srikakulam,532001,7,23
26-10-2025,Andhra Pradesh,Srikakulam,532005,5,4
26-10-2025,Andhra Pradesh,Srikakulam,532201,10,24
26-10-2025,Andhra Pradesh,Srikakulam,532213,6,9
26-10-2025,Andhra Pradesh,Srikakulam,532216,3,2
26-10-2025,Andhra Pradesh,Srikakulam,532222,5,10
26-10-2025,Andhra Pradesh,Srikakulam,532243,1,15
26-10-2025,Andhra Pradesh,Srikakulam,532290,5,16
26-10-2025,Andhra Pradesh,Srikakulam,532292,5,8
26-10-2025,Andhra Pradesh,Srikakulam,532322,6,13
26-10-2025,Andhra Pradesh,Srikakulam,532425,5,13
26-10-2025,Andhra Pradesh,Srikakulam,532426,4,3
26-10-2025,Andhra Pradesh,Srikakulam,532457,4,6
21-10-2025,Andhra Pradesh,Srikakulam,532168,0,4
21-10-2025,Andhra Pradesh,Srikakulam,532201,1,4
21-10-2025,Andhra Pradesh,Srikakulam,532214,1,3
21-10-2025,Andhra Pradesh,Srikakulam,532216,0,1
21-10-2025,Andhra Pradesh,Srikakulam,532221,1,4
21-10-2025,Andhra Pradesh,Srikakulam,532405,0,2
21-10-2025,Andhra Pradesh,Srikakulam,532458,1,0
20-10-2025,Andhra Pradesh,Srikakulam,532122,1,0
20-10-2025,Andhra Pradesh,Srikakulam,532127,3,4
20-10-2025,Andhra Pradesh,Srikakulam,532148,0,1
20-10-2025,Andhra Pradesh,Srikakulam,532168,7,8
20-10-2025,Andhra Pradesh,Srikakulam,532242,0,3
20-10-2025,Andhra Pradesh,Srikakulam,532312,7,4
20-10-2025,Andhra Pradesh,Srikakulam,532403,7,3
20-10-2025,Andhra Pradesh,Srikakulam,532404,1,1
20-10-2025,Andhra Pradesh,Srikakulam,532425,1,0
20-10-2025,Andhra Pradesh,Srikakulam,532432,1,2
20-10-2025,Andhra Pradesh,Srikakulam,532443,1,3
20-10-2025,Andhra Pradesh,Srikakulam,532456,0,4
20-10-2025,Andhra Pradesh,Srikakulam,532460,1,0
23-10-2025,Andhra Pradesh,Srikakulam,532123,2,3
23-10-2025,Andhra Pradesh,Srikakulam,532168,1,0
23-10-2025,Andhra Pradesh,Srikakulam,532190,0,1
23-10-2025,Andhra Pradesh,Srikakulam,532201,1,4
23-10-2025,Andhra Pradesh,Srikakulam,532312,1,4
23-10-2025,Andhra Pradesh,Srikakulam,532401,0,1
23-10-2025,Andhra Pradesh,Srikakulam,532409,1,0
23-10-2025,Andhra Pradesh,Srikakulam,532443,0,1
23-10-2025,Andhra Pradesh,Srikakulam,532462,1,0
22-10-2025,Andhra Pradesh,Srikakulam,532213,0,1
22-10-2025,Andhra Pradesh,Srikakulam,532220,0,1
22-10-2025,Andhra Pradesh,Srikakulam,532445,1,0
24-10-2025,Andhra Pradesh,Srikakulam,532001,15,55
24-10-2025,Andhra Pradesh,Srikakulam,532127,7,25
24-10-2025,Andhra Pradesh,Srikakulam,532212,4,6
24-10-2025,Andhra Pradesh,Srikakulam,532215,1,9
24-10-2025,Andhra Pradesh,Srikakulam,532221,6,27
24-10-2025,Andhra Pradesh,Srikakulam,532222,8,22
24-10-2025,Andhra Pradesh,Srikakulam,532430,7,13
24-10-2025,Andhra Pradesh,Srikakulam,532432,6,14
24-10-2025,Andhra Pradesh,Srikakulam,532460,5,17
25-10-2025,Andhra Pradesh,Srikakulam,532168,10,29
25-10-2025,Andhra Pradesh,Srikakulam,532185,7,21
25-10-2025,Andhra Pradesh,Srikakulam,532190,1,7
25-10-2025,Andhra Pradesh,Srikakulam,532201,12,33
25-10-2025,Andhra Pradesh,Srikakulam,532219,2,2
25-10-2025,Andhra Pradesh,Srikakulam,532220,8,10
25-10-2025,Andhra Pradesh,Srikakulam,532407,19,26
25-10-2025,Andhra Pradesh,Srikakulam,532427,4,7
25-10-2025,Andhra Pradesh,Srikakulam,532430,4,12
25-10-2025,Andhra Pradesh,Srikakulam,532458,3,17
25-10-2025,Andhra Pradesh,Srikakulam,532474,3,6
04-11-2025,Andhra Pradesh,Srikakulam,532216,0,2
06-11-2025,Andhra Pradesh,Srikakulam,535128,0,1
08-11-2025,Andhra Pradesh,Srikakulam,535128,1,0
09-11-2025,Andhra Pradesh,Srikakulam,532215,1,1
09-11-2025,Andhra Pradesh,Srikakulam,532216,1,0
09-11-2025,Andhra Pradesh,Srikakulam,532219,0,1
09-11-2025,Andhra Pradesh,Srikakulam,532221,1,2
09-11-2025,Andhra Pradesh,Srikakulam,532290,3,1
09-11-2025,Andhra Pradesh,Srikakulam,532421,3,5
09-11-2025,Andhra Pradesh,Srikakulam,532432,3,1
09-11-2025,Andhra Pradesh,Srikakulam,532440,2,1
09-11-2025,Andhra Pradesh,Srikakulam,532460,4,3
16-11-2025,Andhra Pradesh,Srikakulam,532005,1,5
16-11-2025,Andhra Pradesh,Srikakulam,532215,3,1
16-11-2025,Andhra Pradesh,Srikakulam,532284,2,2
16-11-2025,Andhra Pradesh,Srikakulam,532406,0,1
16-11-2025,Andhra Pradesh,Srikakulam,532430,4,2
