date,state,district,pincode,demo_age_5_17,demo_age_17_
19-09-2025,Tamil Nadu,Dharmapuri,636803,6,16
20-09-2025,Tamil Nadu,Dharmapuri,635205,12,9
20-09-2025,Tamil Nadu,Dharmapuri,635207,1,0
20-09-2025,Tamil Nadu,Dharmapuri,636701,9,18
20-09-2025,Tamil Nadu,Dharmapuri,636804,1,2
13-10-2025,Tamil Nadu,Dharmapuri,635123,0,1
13-10-2025,Tamil Nadu,Dharmapuri,636701,1,6
13-10-2025,Tamil Nadu,Dharmapuri,636807,1,1
13-10-2025,Tamil Nadu,Dharmapuri,636809,0,9
13-10-2025,Tamil Nadu,Dharmapuri,636813,0,2
15-10-2025,Tamil Nadu,Dharmapuri,635111,5,9
15-10-2025,Tamil Nadu,Dharmapuri,635201,0,1
15-10-2025,Tamil Nadu,Dharmapuri,636704,11,16
15-10-2025,Tamil Nadu,Dharmapuri,636805,2,2
15-10-2025,Tamil Nadu,Dharmapuri,636905,3,20
09-11-2025,Tamil Nadu,Dharmapuri,635205,2,4
13-11-2025,Tamil Nadu,Dharmapuri,635106,0,1
16-11-2025,Tamil Nadu,Dharmapuri,635302,1,0
16-11-2025,Tamil Nadu,Dharmapuri,636807,2,4
16-11-2025,Tamil Nadu,Dharmapuri,636813,3,5
17-11-2025,Tamil Nadu,Dharmapuri,635106,0,1
19-11-2025,Tamil Nadu,Dharmapuri,635106,0,1
20-10-2025,Tamil Nadu,Dharmapuri,636804,1,0
20-10-2025,Tamil Nadu,Dharmapuri,636810,2,5
20-10-2025,Tamil Nadu,Dharmapuri,636812,0,1
20-10-2025,Tamil Nadu,Dharmapuri,636904,1,3
21-10-2025,Tamil Nadu,Dharmapuri,635205,1,1
21-10-2025,Tamil Nadu,Dharmapuri,635301,0,3
21-10-2025,Tamil Nadu,Dharmapuri,636810,5,3
23-10-2025,Tamil Nadu,Dharmapuri,635111,1,0
23-10-2025,Tamil Nadu,Dharmapuri,636807,1,1
23-10-2025,Tamil Nadu,Dharmapuri,636809,0,1
23-10-2025,Tamil Nadu,Dharmapuri,636902,0,1
24-10-2025,Tamil Nadu,Dharmapuri,635109,0,1
24-10-2025,Tamil Nadu,Dharmapuri,635111,2,8
24-10-2025,Tamil Nadu,Dharmapuri,635116,0,1
24-10-2025,Tamil Nadu,Dharmapuri,635123,0,1
24-10-2025,Tamil Nadu,Dharmapuri,635126,0,1
24-10-2025,Tamil Nadu,Dharmapuri,635302,1,7
16-10-2025,Tamil Nadu,Dharmapuri,635106,0,1
16-10-2025,Tamil Nadu,Dharmapuri,635205,4,10
16-10-2025,Tamil Nadu,Dharmapuri,635303,4,6
16-10-2025,Tamil Nadu,Dharmapuri,636804,1,3
16-10-2025,Tamil Nadu,Dharmapuri,636806,2,8
16-10-2025,Tamil Nadu,Dharmapuri,636812,1,0
17-10-2025,Tamil Nadu,Dharmapuri,635201,0,1
17-10-2025,Tamil Nadu,Dharmapuri,635202,5,6
17-10-2025,Tamil Nadu,Dharmapuri,636805,0,3
17-10-2025,Tamil Nadu,Dharmapuri,636807,1,6
18-10-2025,Tamil Nadu,Dharmapuri,635116,1,1
18-10-2025,Tamil Nadu,Dharmapuri,635302,2,9
18-10-2025,Tamil Nadu,Dharmapuri,636806,3,8
18-10-2025,Tamil Nadu,Dharmapuri,636810,6,11
18-10-2025,Tamil Nadu,Dharmapuri,636903,1,11
19-10-2025,Tamil Nadu,Dharmapuri,635302,1,2
19-10-2025,Tamil Nadu,Dharmapuri,635303,0,1
19-10-2025,Tamil Nadu,Dharmapuri,636806,5,5
19-10-2025,Tamil Nadu,Dharmapuri,636811,1,5
26-10-2025,Tamil Nadu,Dharmapuri,635202,5,17
26-10-2025,Tamil Nadu,Dharmapuri,635301,3,10
26-10-2025,Tamil Nadu,Dharmapuri,636803,3,16
25-10-2025,Tamil Nadu,Dharmapuri,635106,1,0
25-10-2025,Tamil Nadu,Dharmapuri,635303,0,4
25-10-2025,Tamil Nadu,Dharmapuri,636704,2,10
25-10-2025,Tamil Nadu,Dharmapuri,636809,2,20
27-10-2025,Tamil Nadu,Dharmapuri,635106,0,1
27-10-2025,Tamil Nadu,Dharmapuri,635302,1,2
27-10-2025,Tamil Nadu,Dharmapuri,636705,5,5
27-10-2025,Tamil Nadu,Dharmapuri,636905,11,16
28-10-2025,Tamil Nadu,Dharmapuri,635111,0,8
28-10-2025,Tamil Nadu,Dharmapuri,635201,0,3
28-10-2025,Tamil Nadu,Dharmapuri,635301,0,12
02-11-2025,Tamil Nadu,Dharmapuri,635123,0,1
02-11-2025,Tamil Nadu,Dharmapuri,636806,1,2
11-12-2025,Tamil Nadu,Dharmapuri,635123,0,2
13-12-2025,Tamil Nadu,Dharmapuri,635109,0,1
14-12-2025,Tamil Nadu,Dharmapuri,635111,1,7
14-12-2025,Tamil Nadu,Dharmapuri,636812,0,1
22-12-2025,Tamil Nadu,Dharmapuri,635116,0,2
22-12-2025,Tamil Nadu,Dharmapuri,635205,1,11
22-12-2025,Tamil Nadu,Dharmapuri,635302,0,3
22-12-2025,Tamil Nadu,Dharmapuri,635303,1,5
22-12-2025,Tamil Nadu,Dharmapuri,636352,0,2
22-12-2025,Tamil Nadu,Dharmapuri,636701,3,19
22-12-2025,Tamil Nadu,Dharmapuri,636813,4,13
22-12-2025,Tamil Nadu,Dharmapuri,636905,0,14
21-12-2025,Tamil Nadu,Dharmapuri,636704,0,6
21-12-2025,Tamil Nadu,Dharmapuri,636807,0,1
21-12-2025,Tamil Nadu,Dharmapuri,636808,0,2
21-12-2025,Tamil Nadu,Dharmapuri,636905,0,2
15-12-2025,Tamil Nadu,Dharmapuri,635201,0,1
15-12-2025,Tamil Nadu,Dharmapuri,635303,1,8
15-12-2025,Tamil Nadu,Dharmapuri,636352,0,7
15-12-2025,Tamil Nadu,Dharmapuri,636704,0,21
15-12-2025,Tamil Nadu,Dharmapuri,636805,0,8
15-12-2025,Tamil Nadu,Dharmapuri,636809,3,19
15-12-2025,Tamil Nadu,Dharmapuri,636905,0,16
08-12-2025,Tamil Nadu,Dharmapuri,635201,0,2
08-12-2025,Tamil Nadu,Dharmapuri,635302,3,3
08-12-2025,Tamil Nadu,Dharmapuri,636809,1,27
08-12-2025,Tamil Nadu,Dharmapuri,636810,10,34
08-12-2025,Tamil Nadu,Dharmapuri,636903,4,34
09-12-2025,Tamil Nadu,Dharmapuri,635123,0,2
09-12-2025,Tamil Nadu,Dharmapuri,635201,0,6
09-12-2025,Tamil Nadu,Dharmapuri,635202,5,16
09-12-2025,Tamil Nadu,Dharmapuri,635305,2,20
09-12-2025,Tamil Nadu,Dharmapuri,636704,5,13
09-12-2025,Tamil Nadu,Dharmapuri,636705,3,7
09-12-2025,Tamil Nadu,Dharmapuri,636803,0,11
09-12-2025,Tamil Nadu,Dharmapuri,636805,0,21
09-12-2025,Tamil Nadu,Dharmapuri,636808,9,34
11-12-2025,Tamil Nadu,Dharmapuri,635202,3,8
11-12-2025,Tamil Nadu,Dharmapuri,636701,2,29
11-12-2025,Tamil Nadu,Dharmapuri,636805,0,12
11-12-2025,Tamil Nadu,Dharmapuri,636807,8,16
11-12-2025,Tamil Nadu,Dharmapuri,636812,0,1
20-12-2025,Tamil Nadu,Dharmapuri,635109,0,2
20-12-2025,Tamil Nadu,Dharmapuri,635201,0,3
20-12-2025,Tamil Nadu,Dharmapuri,635301,3,8
20-12-2025,Tamil Nadu,Dharmapuri,635303,2,11
20-12-2025,Tamil Nadu,Dharmapuri,636704,1,13
20-12-2025,Tamil Nadu,Dharmapuri,636806,2,7
20-12-2025,Tamil Nadu,Dharmapuri,636808,5,22
20-12-2025,Tamil Nadu,Dharmapuri,636902,1,5
19-12-2025,Tamil Nadu,Dharmapuri,635106,0,2
19-12-2025,Tamil Nadu,Dharmapuri,635116,0,2
19-12-2025,Tamil Nadu,Dharmapuri,635201,0,2
19-12-2025,Tamil Nadu,Dharmapuri,635202,0,20
19-12-2025,Tamil Nadu,Dharmapuri,635207,0,1
19-12-2025,Tamil Nadu,Dharmapuri,635301,1,4
19-12-2025,Tamil Nadu,Dharmapuri,635303,0,9
19-12-2025,Tamil Nadu,Dharmapuri,636352,0,2
19-12-2025,Tamil Nadu,Dharmapuri,636704,0,7
19-12-2025,Tamil Nadu,Dharmapuri,636808,2,29
14-12-2025,Tamil Nadu,Dharmapuri,636806,0,1
14-12-2025,Tamil Nadu,Dharmapuri,636813,1,4
13-12-2025,Tamil Nadu,Dharmapuri,636701,2,13
13-12-2025,Tamil Nadu,Dharmapuri,636806,1,9
13-12-2025,Tamil Nadu,Dharmapuri,636808,4,23
13-12-2025,Tamil Nadu,Dharmapuri,636809,2,19
13-12-2025,Tamil Nadu,Dharmapuri,636812,0,2
13-12-2025,Tamil Nadu,Dharmapuri,636902,1,3
17-12-2025,Tamil Nadu,Dharmapuri,635111,0,17
17-12-2025,Tamil Nadu,Dharmapuri,635126,0,1
17-12-2025,Tamil Nadu,Dharmapuri,635202,2,11
17-12-2025,Tamil Nadu,Dharmapuri,635203,0,1
17-12-2025,Tamil Nadu,Dharmapuri,635303,2,12
17-12-2025,Tamil Nadu,Dharmapuri,636704,1,12
17-12-2025,Tamil Nadu,Dharmapuri,636705,1,14
17-12-2025,Tamil Nadu,Dharmapuri,636806,7,18
17-12-2025,Tamil Nadu,Dharmapuri,636810,4,25
16-12-2025,Tamil Nadu,Dharmapuri,635205,6,20
16-12-2025,Tamil Nadu,Dharmapuri,635302,2,12
16-12-2025,Tamil Nadu,Dharmapuri,635305,1,10
16-12-2025,Tamil Nadu,Dharmapuri,636803,3,11
16-12-2025,Tamil Nadu,Dharmapuri,636804,1,7
16-12-2025,Tamil Nadu,Dharmapuri,636807,4,17
16-12-2025,Tamil Nadu,Dharmapuri,636809,8,12
16-12-2025,Tamil Nadu,Dharmapuri,636813,4,17
16-12-2025,Tamil Nadu,Dharmapuri,636902,4,9
16-12-2025,Tamil Nadu,Dharmapuri,636904,1,4
16-12-2025,Tamil Nadu,Dharmapuri,636906,6,12
10-12-2025,Tamil Nadu,Dharmapuri,635302,1,8
10-12-2025,Tamil Nadu,Dharmapuri,636352,0,5
10-12-2025,Tamil Nadu,Dharmapuri,636902,1,5
10-12-2025,Tamil Nadu,Dharmapuri,636905,2,14
21-12-2025,Tamil Nadu,Dharmapuri,636352,1,3
29-12-2025,Tamil Nadu,Dharmapuri,635205,5,20
29-12-2025,Tamil Nadu,Dharmapuri,636803,5,10
29-12-2025,Tamil Nadu,Dharmapuri,636807,3,12
29-12-2025,Tamil Nadu,Dharmapuri,636906,4,15
28-12-2025,Tamil Nadu,Dharmapuri,636805,0,7
28-12-2025,Tamil Nadu,Dharmapuri,636806,2,7
28-12-2025,Tamil Nadu,Dharmapuri,636808,4,24
12-12-2025,Tamil Nadu,Dharmapuri,635201,0,1
12-12-2025,Tamil Nadu,Dharmapuri,635202,3,19
12-12-2025,Tamil Nadu,Dharmapuri,635303,2,11
12-12-2025,Tamil Nadu,Dharmapuri,636705,2,5
12-12-2025,Tamil Nadu,Dharmapuri,636803,0,6
12-12-2025,Tamil Nadu,Dharmapuri,636806,3,11
12-12-2025,Tamil Nadu,Dharmapuri,636812,1,5
12-12-2025,Tamil Nadu,Dharmapuri,636902,1,6
03-12-2025,Tamil Nadu,Dharmapuri,635302,2,4
03-12-2025,Tamil Nadu,Dharmapuri,636352,0,4
03-12-2025,Tamil Nadu,Dharmapuri,636809,8,22
03-12-2025,Tamil Nadu,Dharmapuri,636903,0,26
03-12-2025,Tamil Nadu,Dharmapuri,636904,1,8
06-12-2025,Tamil Nadu,Dharmapuri,635111,3,9
06-12-2025,Tamil Nadu,Dharmapuri,635116,0,1
06-12-2025,Tamil Nadu,Dharmapuri,635301,1,13
06-12-2025,Tamil Nadu,Dharmapuri,635303,0,8
06-12-2025,Tamil Nadu,Dharmapuri,636704,3,5
06-12-2025,Tamil Nadu,Dharmapuri,636705,4,16
06-12-2025,Tamil Nadu,Dharmapuri,636808,10,34
06-12-2025,Tamil Nadu,Dharmapuri,636810,12,33
04-12-2025,Tamil Nadu,Dharmapuri,635117,1,0
04-12-2025,Tamil Nadu,Dharmapuri,635205,6,19
04-12-2025,Tamil Nadu,Dharmapuri,635302,2,10
04-12-2025,Tamil Nadu,Dharmapuri,636704,2,13
04-12-2025,Tamil Nadu,Dharmapuri,636803,2,17
04-12-2025,Tamil Nadu,Dharmapuri,636804,0,4
04-12-2025,Tamil Nadu,Dharmapuri,636813,4,8
04-12-2025,Tamil Nadu,Dharmapuri,636902,2,9
05-12-2025,Tamil Nadu,Dharmapuri,635302,3,7
05-12-2025,Tamil Nadu,Dharmapuri,635306,0,1
05-12-2025,Tamil Nadu,Dharmapuri,636352,1,4
05-12-2025,Tamil Nadu,Dharmapuri,636804,1,3
05-12-2025,Tamil Nadu,Dharmapuri,636808,7,29
05-12-2025,Tamil Nadu,Dharmapuri,636811,1,5
07-12-2025,Tamil Nadu,Dharmapuri,635205,0,1
07-12-2025,Tamil Nadu,Dharmapuri,635301,2,8
07-12-2025,Tamil Nadu,Dharmapuri,636704,1,0
07-12-2025,Tamil Nadu,Dharmapuri,636705,0,5
07-12-2025,Tamil Nadu,Dharmapuri,636810,0,5
09-11-2025,Tamil Nadu,Dharmapuri,635302,0,1
08-11-2025,Tamil Nadu,Dharmapuri,635106,1,0
08-11-2025,Tamil Nadu,Dharmapuri,635116,1,0
08-11-2025,Tamil Nadu,Dharmapuri,635301,8,9
08-11-2025,Tamil Nadu,Dharmapuri,636705,3,6
08-11-2025,Tamil Nadu,Dharmapuri,636804,2,11
08-11-2025,Tamil Nadu,Dharmapuri,636906,3,11
10-11-2025,Tamil Nadu,Dharmapuri,636809,8,30
10-11-2025,Tamil Nadu,Dharmapuri,635106,0,1
10-11-2025,Tamil Nadu,Dharmapuri,635109,0,1
10-11-2025,Tamil Nadu,Dharmapuri,635202,0,22
11-11-2025,Tamil Nadu,Dharmapuri,635109,0,1
11-11-2025,Tamil Nadu,Dharmapuri,635202,1,18
11-11-2025,Tamil Nadu,Dharmapuri,636805,1,13
11-11-2025,Tamil Nadu,Dharmapuri,636808,2,33
11-11-2025,Tamil Nadu,Dharmapuri,636904,0,5
11-11-2025,Tamil Nadu,Dharmapuri,636905,0,12
05-11-2025,Tamil Nadu,Dharmapuri,635123,0,1
05-11-2025,Tamil Nadu,Dharmapuri,635301,2,12
05-11-2025,Tamil Nadu,Dharmapuri,635305,1,10
05-11-2025,Tamil Nadu,Dharmapuri,636701,1,8
05-11-2025,Tamil Nadu,Dharmapuri,636804,0,8
05-11-2025,Tamil Nadu,Dharmapuri,636806,1,8
05-11-2025,Tamil Nadu,Dharmapuri,636808,9,31
05-11-2025,Tamil Nadu,Dharmapuri,636809,5,32
05-11-2025,Tamil Nadu,Dharmapuri,636813,7,6
05-11-2025,Tamil Nadu,Dharmapuri,636902,1,4
05-11-2025,Tamil Nadu,Dharmapuri,636904,0,5
05-11-2025,Tamil Nadu,Dharmapuri,636905,1,9
05-11-2025,Tamil Nadu,Dharmapuri,636906,1,13
04-11-2025,Tamil Nadu,Dharmapuri,635201,1,3
04-11-2025,Tamil Nadu,Dharmapuri,635303,2,7
04-11-2025,Tamil Nadu,Dharmapuri,636804,2,3
04-11-2025,Tamil Nadu,Dharmapuri,636812,0,2
04-11-2025,Tamil Nadu,Dharmapuri,636903,4,26
04-11-2025,Tamil Nadu,Dharmapuri,636906,1,19
06-11-2025,Tamil Nadu,Dharmapuri,635303,0,7
07-11-2025,Tamil Nadu,Dharmapuri,635201,0,1
07-11-2025,Tamil Nadu,Dharmapuri,635205,4,26
07-11-2025,Tamil Nadu,Dharmapuri,635302,2,5
07-11-2025,Tamil Nadu,Dharmapuri,635305,0,14
07-11-2025,Tamil Nadu,Dharmapuri,636704,4,15
07-11-2025,Tamil Nadu,Dharmapuri,636805,2,8
07-11-2025,Tamil Nadu,Dharmapuri,636810,12,32
07-11-2025,Tamil Nadu,Dharmapuri,636812,0,4
07-11-2025,Tamil Nadu,Dharmapuri,636813,9,15
07-11-2025,Tamil Nadu,Dharmapuri,636904,2,4
12-11-2025,Tamil Nadu,Dharmapuri,635106,0,1
12-11-2025,Tamil Nadu,Dharmapuri,635111,1,8
12-11-2025,Tamil Nadu,Dharmapuri,635302,0,8
12-11-2025,Tamil Nadu,Dharmapuri,636704,0,25
12-11-2025,Tamil Nadu,Dharmapuri,636807,4,18
12-11-2025,Tamil Nadu,Dharmapuri,636813,0,19
12-11-2025,Tamil Nadu,Dharmapuri,636903,6,36
13-11-2025,Tamil Nadu,Dharmapuri,635202,1,20
13-11-2025,Tamil Nadu,Dharmapuri,636804,2,4
13-11-2025,Tamil Nadu,Dharmapuri,636906,3,9
14-11-2025,Tamil Nadu,Dharmapuri,635106,0,2
14-11-2025,Tamil Nadu,Dharmapuri,635123,0,4
14-11-2025,Tamil Nadu,Dharmapuri,636705,1,6
14-11-2025,Tamil Nadu,Dharmapuri,636809,4,29
14-11-2025,Tamil Nadu,Dharmapuri,636811,2,5
14-11-2025,Tamil Nadu,Dharmapuri,636904,0,5
31-12-2025,Tamil Nadu,Dharmapuri,635202,3,14
31-12-2025,Tamil Nadu,Dharmapuri,636804,0,3
31-12-2025,Tamil Nadu,Dharmapuri,636813,6,11
31-12-2025,Tamil Nadu,Dharmapuri,636906,0,12
26-12-2025,Tamil Nadu,Dharmapuri,635106,0,2
26-12-2025,Tamil Nadu,Dharmapuri,635116,1,1
26-12-2025,Tamil Nadu,Dharmapuri,635123,1,3
26-12-2025,Tamil Nadu,Dharmapuri,635202,1,17
26-12-2025,Tamil Nadu,Dharmapuri,635205,4,19
26-12-2025,Tamil Nadu,Dharmapuri,636352,0,6
26-12-2025,Tamil Nadu,Dharmapuri,636705,1,11
26-12-2025,Tamil Nadu,Dharmapuri,636809,5,28
26-12-2025,Tamil Nadu,Dharmapuri,636810,10,18
25-12-2025,Tamil Nadu,Dharmapuri,636806,0,5
25-12-2025,Tamil Nadu,Dharmapuri,636811,2,0
25-12-2025,Tamil Nadu,Dharmapuri,636903,0,4
24-12-2025,Tamil Nadu,Dharmapuri,635123,0,3
27-12-2025,Tamil Nadu,Dharmapuri,635126,1,0
01-01-2026,Tamil Nadu,Dharmapuri,635111,2,1
01-01-2026,Tamil Nadu,Dharmapuri,635301,3,4
01-01-2026,Tamil Nadu,Dharmapuri,635303,1,5
01-01-2026,Tamil Nadu,Dharmapuri,636810,5,24
01-01-2026,Tamil Nadu,Dharmapuri,636906,2,10
23-12-2025,Tamil Nadu,Dharmapuri,635123,0,3
23-12-2025,Tamil Nadu,Dharmapuri,635305,0,10
23-12-2025,Tamil Nadu,Dharmapuri,636812,0,2
23-12-2025,Tamil Nadu,Dharmapuri,636905,2,27
24-12-2025,Tamil Nadu,Dharmapuri,635116,3,4
24-12-2025,Tamil Nadu,Dharmapuri,635126,1,0
24-12-2025,Tamil Nadu,Dharmapuri,635203,0,1
24-12-2025,Tamil Nadu,Dharmapuri,636804,2,6
24-12-2025,Tamil Nadu,Dharmapuri,636813,11,17
27-12-2025,Tamil Nadu,Dharmapuri,635201,1,1
27-12-2025,Tamil Nadu,Dharmapuri,635305,3,8
27-12-2025,Tamil Nadu,Dharmapuri,636705,1,9
27-12-2025,Tamil Nadu,Dharmapuri,636804,3,3
27-12-2025,Tamil Nadu,Dharmapuri,636809,2,16
27-12-2025,Tamil Nadu,Dharmapuri,636811,3,7
28-11-2025,Tamil Nadu,Dharmapuri,635123,1,1
03-01-2026,Tamil Nadu,Dharmapuri,636808,1,5
03-01-2026,Tamil Nadu,Dharmapuri,636905,0,2
02-01-2026,Tamil Nadu,Dharmapuri,635302,6,3
02-01-2026,Tamil Nadu,Dharmapuri,636701,1,29
02-01-2026,Tamil Nadu,Dharmapuri,636903,4,11
18-12-2025,Tamil Nadu,Dharmapuri,635120,1,0
18-12-2025,Tamil Nadu,Dharmapuri,635301,2,13
18-12-2025,Tamil Nadu,Dharmapuri,636803,5,12
18-12-2025,Tamil Nadu,Dharmapuri,636804,0,4
16-11-2025,Tamil Nadu,Dharmapuri,635110,0,1
16-11-2025,Tamil Nadu,Dharmapuri,636704,1,1
15-11-2025,Tamil Nadu,Dharmapuri,635109,0,1
15-11-2025,Tamil Nadu,Dharmapuri,635123,0,1
15-11-2025,Tamil Nadu,Dharmapuri,635201,0,1
15-11-2025,Tamil Nadu,Dharmapuri,635205,5,17
15-11-2025,Tamil Nadu,Dharmapuri,636704,3,7
15-11-2025,Tamil Nadu,Dharmapuri,636806,2,11
15-11-2025,Tamil Nadu,Dharmapuri,636807,6,8
